 acw_events.2.d: "[SCOPE.sCharacter('slaver_ig_leader').GetFullName]的一名奴隶从[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的庄园逃往了北方的自由州。[SCOPE.sCharacter('slaver_ig_leader').GetLastName]要求将那名奴隶遣返，而废奴主义者则呼吁对[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的要求不予理睬。"
 CANCEL_ENACTMENT_FIRST: "[COUNTRY.GetNameNoFlag]取消[Law.GetFullNameWithStatus]的[Concept('concept_enactment_of_laws','$concept_enactment_of_laws_enactment$')]"
 CANCEL_ENACTMENT_THIRD: "[COUNTRY.GetName]取消[Law.GetFullNameWithStatus]的[Concept('concept_enactment_of_laws','$concept_enactment_of_laws_enactment$')]"
 SET_IDEOLOGY: "[Character.GetFullName|v]会将意识形态转变为[TARGET_IDEOLOGY.GetName]"
 SET_IDEOLOGY_FIRST: "[Character.GetFullName|v]会将意识形态转变为[TARGET_IDEOLOGY.GetName]"
 SET_IDEOLOGY_THIRD: "[Character.GetFullName|v]会将意识形态转变为[TARGET_IDEOLOGY.GetName]"
 KILL_CHARACTER_GLOBAL: "[CHARACTER.GetFullName]死亡"
 KILL_CHARACTER_GLOBAL_NEG: "[CHARACTER.GetFullName]存活"
 KILL_CHARACTER_FIRST: "[CHARACTER.GetFullName]死亡"
 KILL_CHARACTER_FIRST_NEG: "[CHARACTER.GetFullName]存活"
 KILL_CHARACTER: "[CHARACTER.GetFullName]死亡"
 KILL_CHARACTER_NEG: "[CHARACTER.GetFullName]健在"
 PLACE_CHARACTER_IN_VOID: "[CHARACTER.GetFullName]消失无踪"
 FREE_CHARACTER_FROM_VOID: "[CHARACTER.GetFullName]被发现还活着"
 FREE_CHARACTER_FROM_VOID_NEG: "[CHARACTER.GetFullName]再也没有被找到"
 ADD_TRAIT_GLOBAL: "[CHARACTER.GetFullName]获得特质[CHARACTER_TRAIT.GetName]"
 ADD_TRAIT_FIRST: "[CHARACTER.GetFullName]获得特质[CHARACTER_TRAIT.GetName]"
 ADD_TRAIT: "[CHARACTER.GetFullName]获得特质[CHARACTER_TRAIT.GetName]"
 REMOVE_TRAIT: "[CHARACTER.GetFullName]移除特质[CHARACTER_TRAIT.GetName]"
 REMOVE_TRAIT_GLOBAL: "[CHARACTER.GetFullName]移除特质[CHARACTER_TRAIT.GetName]"
 REMOVE_TRAIT_FIRST: "[CHARACTER.GetFullName]移除特质[CHARACTER_TRAIT.GetName]"
 TRANSFER_CHARACTER: "[CHARACTER.GetFullName]被[TARGET_COUNTRY.GetName]雇佣"
 SET_CHARACTER_BUSY: "[CHARACTER.GetFullName]放弃所有委任并进入[concept_busy]状态"
 SET_CHARACTER_BUSY_NEG: "[CHARACTER.GetFullName]不再处于[concept_busy]中"
 SET_CHARACTER_BUSY_GLOBAL: "[CHARACTER.GetFullName]放弃所有委任并进入[concept_busy]状态"
 SET_CHARACTER_BUSY_GLOBAL_NEG: "[CHARACTER.GetFullName]不再处于[concept_busy]中"
 SET_CHARACTER_IMMORTAL: "[CHARACTER.GetFullName]不会自然死亡"
 SET_CHARACTER_IMMORTAL_NEG: "[CHARACTER.GetFullName]将可以自然死亡"
 SET_CHARACTER_IMMORTAL_GLOBAL: "[CHARACTER.GetFullName]不会自然死亡"
 SET_CHARACTER_IMMORTAL_GLOBAL_NEG: "[CHARACTER.GetFullName]将可以自然死亡"
 EFFECT_CREATE_ASSIGNMENT: "将[CHARACTER.GetFullName]委派至[STRATEGIC_REGION.GetName]"
 EFFECT_PROJECT_POWER: "[CHARACTER.GetFullName]将投射力量到[STRATEGIC_REGION.GetName]"
 ADD_COMMANDER_RANK: "[Character.GetFullName]$DESC_STR$#variable [COMMANDER_RANK.GetName(Character.Self)]#!"
 SET_COMMANDER_RANK: "[Character.GetFullName]$DESC_STR$#variable [COMMANDER_RANK.GetName(Character.Self)]#!"
 ADD_CHARACTER_ROLE: "[CHARACTER.GetFullName]成为#v $ROLE$#!"
 REMOVE_CHARACTER_ROLE: "[CHARACTER.GetFullName]不再是#v $ROLE$#!"
 ADD_EXPERIENCE: "[CHARACTER.GetFullName]获得[concept_life_experience]"
 CHANGE_CHARACTER_RELIGION: "[Character.GetFullName]信奉[TARGET_RELIGION.GetName]"
 CHANGE_CHARACTER_CULTURE: "[Character.GetFullName]成为了[TARGET_CULTURE.GetName]人"
 EXILE_CHARACTER_THIRD: "[CHARACTER.GetFullName]遭到[Concept('concept_exile', '$concept_exiled$')]"
 EXILE_CHARACTER_THIRD_NEG: "[CHARACTER.GetFullName]未遭到[Concept('concept_exile', '$concept_exiled$')]"
 SET_HOME_COUNTRY_THIRD: "[TARGET_COUNTRY.GetName]成为了[CHARACTER.GetFullNamePossessive]的祖国"
 SET_HOME_COUNTRY_DEFINITION_THIRD: "[TARGET_COUNTRY_DEFINITION.GetName]成为了[CHARACTER.GetFullNamePossessive]的祖国"
 DEMOBILIZE_THIRD: "[CHARACTER.GetFullName]立即解除动员"
 DISINHERIT_CHARACTER_THIRD: "[CHARACTER.GetFullName]失去继承人地位"
 DISINHERIT_CHARACTER_THIRD_NEG: "[CHARACTER.GetFullName]没有失去继承人地位"
 SET_CHARACTER_AS_RULER_THIRD: "[CHARACTER.GetFullName]成为[COUNTRY.GetName]的统治者"
 SET_CHARACTER_AS_RULER_THIRD_NEG: "[CHARACTER.GetFullName]未成为[COUNTRY.GetName]的统治者"
 TRANSFER_TO_FORMATION_THIRD: "[CHARACTER.GetFullName]转移到[TARGET_MILITARY_FORMATION.GetName]"
 ig_petitions.7.d: "[SCOPE.gsInterestGroup('intelligentsia_ig').GetName]的领袖[SCOPE.sCharacter('intelligentsia_leader').GetFullName]公开支持了政府通过[SCOPE.sLaw('current_law_scope').GetName]法律的努力。然而，有些人认为[SCOPE.sCharacter('intelligentsia_leader').GetSheHe]这么做只是为了[SCOPE.sCharacter('intelligentsia_leader').GetHerHis]自己的利益。"
 ig_leaders.20.d: "[SCOPE.gsInterestGroup('reckless_ig').GetName]的领袖[SCOPE.sCharacter('reckless_leader').GetFullName]一直在公开宣扬一场神秘的政治赌博能给政府带来的好处。被问及细节时，[SCOPE.sCharacter('reckless_leader').GetSheHe]只是含糊其辞地一笑，拒绝做详细的说明。"
 ig_leaders.20.f: "[SCOPE.sCharacter('reckless_leader').GetFullNameNoFormatting]对于冒险和令人生疑的高帽子有一种特殊的品味。[SCOPE.sCharacter('reckless_leader').GetHerHis|U]的密友们似乎对这些危险的品质并不在意，但最令人尊敬的绅士们已经用一种温和的消极抵抗的态度表达了他们的担忧。\n\n“没有人会怀疑像我这样优秀的公民，你不觉得吗？”"
 ig_leaders.2.d: "[SCOPE.gsInterestGroup('reckless_ig').GetName]在我们首都执行的一个庞大计划刚刚迎来了灾难性的结局。从一开始这项计划的风险就极高，尽管如此[SCOPE.sCharacter('reckless_leader').GetFullName]还是认为计划值得推进。至于结果嘛，毫不意外，对于所有相关人员而言都堪称灾难。"
 ig_leaders.2.f: "法官敲了三下木槌。法庭压制住了他们愤怒的喊叫声，哪怕只是一瞬间。[SCOPE.sCharacter('reckless_leader').GetFullNameNoFormatting]的盟友没人冒险来营救。然后，在法官说话前的沉默中，被告明白了一切……这项事业从一开始就注定要失败。"
 ig_leaders.2.b: "让[SCOPE.sCharacter('reckless_leader').GetFullName]承担责任。"
 ig_leaders.2.b.tt: "[SCOPE.sCharacter('reckless_leader').GetFullName]会下台。"
 ig_leaders.3.d: "[SCOPE.gsInterestGroup('meticulous_ig').GetName]有条不紊的领导者[SCOPE.sCharacter('meticulous_leader').GetFullName]已经在幕后工作了很久，如今，[SCOPE.sCharacter('meticulous_leader').GetHerHis]的工作终于为[SCOPE.gsInterestGroup('meticulous_ig').GetName]和[ROOT.GetCountry.GetName]带来了回报。"
 ig_leaders.4.d: "由魅力非凡的[SCOPE.sCharacter('charismatic_leader').GetFullName]领导的执政集团[SCOPE.gsInterestGroup('charismatic_ig').GetName]发起了一场盛大的宣传之旅。然而，关于应当将工作重心放在国内还是国外，决定被拖到了最后一刻，而且[SCOPE.gsInterestGroup('charismatic_ig').GetName]此行究竟是为自己还是为国家谋利也有待商榷。"
 ig_leaders.5.d: "执政集团[SCOPE.gsInterestGroup('smug_ig').GetName]的领袖[SCOPE.sCharacter('smug_leader').GetFullName]已经受够了与[SCOPE.sCharacter('smug_leader').GetHerHis]的联合政府伙伴妥协。[SCOPE.sCharacter('meticulous_leader').GetSheHe|U]要求[SCOPE.sCharacter('smug_leader').GetHerHis]的合作者服从[SCOPE.sCharacter('smug_leader').GetHerHis]的命令，否则[SCOPE.gsInterestGroup('smug_ig').GetName]永远不会同意他们的任何变革。"
 ig_leaders.6.d: "[SCOPE.gsInterestGroup('reckless_out_of_govt_ig').GetName]的领袖[SCOPE.sCharacter('reckless_out_of_govt_leader').GetFullName]为了在政府内部为[SCOPE.gsInterestGroup('reckless_out_of_govt_ig').GetName]争取一席之地，在首都的权力争夺中完成了一次令人印象深刻的运作。然而，现在还不完全清楚他们是否应该为这种……新颖的战术得到奖赏。"
 ig_leaders.6.f: "通向[SCOPE.gsInterestGroup('reckless_out_of_govt_ig').GetNameNoFormatting]总部的街道只有一盏灯亮着。总部内也只亮了一盏灯。在那房间里，有一堆华丽的红木家具与天鹅绒垫子，[SCOPE.sCharacter('reckless_out_of_govt_leader').GetFullNameNoFormatting]十分惬意。甚至那灯也与从东方运来的一模一样。\n\n“只要结果正义，实现正义的手段便无足轻重，因此可以说我们的手段是极其正义的。”\n\n当[SCOPE.sCharacter('reckless_out_of_govt_leader').GetSheHe]主动给予了[SCOPE.sCharacter('reckless_out_of_govt_leader').GetHerHis]身边的诱人位置时，很难令人不信服[SCOPE.sCharacter('reckless_out_of_govt_leader').GetHerHim]。"
 ig_leaders.6.a: "[SCOPE.sCharacter('reckless_out_of_govt_leader').GetFullName]应当为此受到认可。"
 commander_events.2.d: "[SCOPE.sCharacter('commander_with_addiction').GetPrimaryRoleTitle][SCOPE.sCharacter('commander_with_addiction').GetFullName]的个人习惯已经开始阻碍[SCOPE.sCharacter('commander_with_addiction').GetHerHis]履行作为一名[SCOPE.sCharacter('commander_with_addiction').GetPrimaryRoleTitle]的职责了。"
 commander_events.2.f: "[SCOPE.sCharacter('commander_with_addiction').GetFullNameNoFormatting]对着那名军官微笑，笑容中透露着狂喜与渴望。[SCOPE.sCharacter('commander_with_addiction').GetHerHis|U]的眼睛显然已经看到了更美好的日子。[SCOPE.sCharacter('commander_with_addiction').GetHerHis]小心地斜倚在[SCOPE.sCharacter('commander_with_addiction').GetHerHis]的真皮扶手椅上，声音就像皮革一样发软：\n\n“你知道的，这是一份压力很大的工作。没必要让它变得更有压力。”"
 commander_events.2.a.tt: "[SCOPE.sCharacter('commander_with_addiction').GetPrimaryRoleTitle][SCOPE.sCharacter('commander_with_addiction').GetFullName]被开除"
 commander_events.4.d: "[SCOPE.sCharacter('arguing_commander_one').GetFullName]曝光了[SCOPE.sCharacter('arguing_commander_two').GetFullName]的一些有问题的习惯，并要求将其解职。"
 commander_events.4.a: "我们不能开除[SCOPE.sCharacter('arguing_commander_two').GetFullName]。"
 commander_events.4.b: "开除[SCOPE.sCharacter('arguing_commander_two').GetFullName]！"
 commander_events.4.b.tt: "[SCOPE.sCharacter('arguing_commander_two').GetFullName]被开除。"
 commander_events.5.d: "[SCOPE.sCharacter('commander_invention').GetFullName]已经研究出如何改进#bold 连发器#!。"
 commander_events.5.f: "[SCOPE.sCharacter('commander_invention').GetFullName]自信满满地拨弄着[SCOPE.sCharacter('commander_invention').GetHerHis]的眼镜。\n\n“你看，这其实真的很简单。我只是观察了人们目前使用的技术，并意识到只要通过一些改动，我们可以在各处进行改变。”\n\n[SCOPE.sCharacter('commander_invention').GetSheHe]正手持来复枪发表演讲，这演说方式给人一种优雅的感觉，让[SCOPE.sCharacter('commander_invention').GetHerHim]在群众中广受欢迎。[SCOPE.sCharacter('commander_invention').GetSheHe]真是太自信了！" #I don't know how repeaters work
 expedition_events.2.a: "[SCOPE.sCharacter('expedition_leader_1').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader_1').GetFullName]"
 expedition_events.2.b: "[SCOPE.sCharacter('expedition_leader_2').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader_2').GetFullName]"
 expedition_events.2.c: "[SCOPE.sCharacter('expedition_leader_3').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader_3').GetFullName]"
 expedition_events.4.d: "经过几周的准备和旅程，由[SCOPE.sCharacter('expedition_leader').GetFullName]领导的绘制尼日尔河的探险队已经抵达了他们的起点。"
 expedition_events.100.d: "探险队传来消息称，包括[SCOPE.sCharacter('expedition_leader').GetFullName]在内的数名队员被当地的一位国王绑架并要求赎金。"
 expedition_events.110.d: "在一场小规模冲突中，[SCOPE.sCharacter('dead_expedition_leader').GetHerHis]的大腿中了一弹。伤口本身问题不大，但是却引发了感染。[SCOPE.sCharacter('expedition_leader').GetFullName]已接任成为新领队。"
 expedition_events.11.d: "[SCOPE.sCharacter('expedition_leader').GetFullName]已经凯旋，尼日尔河的河道和起源都已绘制上地图。"
 expedition_events.12.d: "已经有几个月没有收到任何报告了，显然，寻找尼日尔河源头的探险失败了，而且[SCOPE.sCharacter('expedition_leader').GetFullName]也随之一起消失了。"
 expedition_events.201.a: "[SCOPE.sCharacter('expedition_leader_1').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader_1').GetFullName]"
 expedition_events.201.b: "[SCOPE.sCharacter('expedition_leader_2').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader_2').GetFullName]"
 expedition_events.201.c: "[SCOPE.sCharacter('expedition_leader_3').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader_3').GetFullName]"
 expedition_events.205.d: "静默了几周之后，[SCOPE.sCharacter('expedition_leader').GetFullName]领导的测绘西部边疆探险队已经归来，两手空空。"
 expedition_events.252.f: "随着最后一下攀爬，[SCOPE.sCharacter('expedition_leader').GetFullName]翻越了最后一道悬崖的边缘。[SCOPE.sCharacter('expedition_leader').GetSheHe]挺直了身体，以及身上雪白的衣服，新的一天的第一道光在身后绽放。英雄得到了西部的欢迎，并征服了一座山峰。一位年轻队员插下一面[ROOT.GetCountry.GetAdjective]的旗帜，就如同土豆泥顶部的那一抹奶油。"
 expedition_events.253.f: "岩石从山上滚落，雪倾泻而下，鲜血滴在受伤队员所在的岩架上。裂开的嘴唇里喷出的哈气是这个可怜男孩唯一的生命迹象。带着一种内疚的痛苦，[SCOPE.sCharacter('expedition_leader').GetFullName]把男孩扛到[SCOPE.sCharacter('expedition_leader').GetHerHis]肩上，向山下走去。"
 expedition_events.280.d: "绘制西部地图的探险队一直在绕圈。[SCOPE.sCharacter('expedition_leader').GetFullName]可以选择一个随机的方向继续前进，也可以等待夜幕降临再以星星为向导。"
 ig_revolutions.1.d: "狡猾的[SCOPE.sCharacter('ig_on_the_edge_leader').GetFullName]领导的[SCOPE.gsInterestGroup('ig_on_the_edge').GetName]威胁，如果他们的要求得不到满足，就会加入革命力量。尽管他们要求的让步很小，但如果我们现在就展露软弱，他们将取得巨大的权力。"
 commander_events.6.d: "关于[SCOPE.sCharacter('seducer_commander').GetFullName]和[SCOPE.sCharacter('cheated_leader').GetFullName]配偶的婚外情已经传到了我们耳朵里，要是我们不剥夺其军职可能会影响[SCOPE.sCharacter('cheated_leader').GetHerHis]的公共形象。"
 commander_events.6.f: "好像当场被抓住还不够似的，[SCOPE.sCharacter('seducer_commander').GetFullNameNoFormatting]从浴缸里走出来时能明显看到身上有疱疹在蔓延。[SCOPE.sCharacter('seducer_commander').GetSheHe]只有这一个情人。现在，在将军的身体出卖了自己后，这事已经无法抵赖了。"
 commander_events.6.a.tt: "我们会说[SCOPE.sCharacter('cheated_leader').GetFullNameNoFormatting]只是走错了厕所。"
 commander_events.6.b.tt: "[SCOPE.sCharacter('seducer_commander').GetFullName]会下台。"
 DISBAND_COMMAND_FORMATION_ENTRY_COMMANDER: "*[CHARACTER.GetFullNameWithTitle]"
 DISBAND_COMMAND_COMMANDER_ENTRY: "转移[CHARACTER.GetFullName]至[MILITARY_FORMATION.GetName]"
 DISBAND_COMMAND_DISBAND_COMMANDER_ENTRY: "[Character.GetFullName]（[Character.GetRankName]）"
 CHARACTER_AGE_TOOLTIP: "#header [Character.GetFullName]#!年龄#v [Character.GetAge]#!岁\n$TOOLTIP_DELIMITER$\n[Character.GetFirstName]出生于#v [Character.GetBirthday]#!"
 CHARACTER_INTERACT_WITH: "与[Character.GetFullName]互动"
 CHARACTER_CAN_NOT_INTERACT_WITH: "[Character.GetFullName]没有可用的互动"
 COMMANDER_RECRUIT_BUTTON_TOOLTIP_EFFECTS: "#header 招募[Character.GetFullName]#!\n[ConcatIfNeitherEmpty(GetDesc(Character.GetRecruitCommand( PopupManager.GetRecruitFormation )),'\n')]$TOOLTIP_DELIMITER$[ConcatIfNeitherEmpty('\n', Character.GetCommanderRank.GetModifiers( Character.Self ))]"
 LEGITIMACY_HEAD_OF_STATE_MODIFIER_BREAKDOWN: "让[COUNTRY.GetRuler.GetFullName]的[concept_interest_group][COUNTRY.GetRuler.GetInterestGroup.GetName][concept_in_government]给予了：\n$BREAKDOWN$"
 COUNTRY_RULER: "#title [concept_ruler]#!：\n#variable [Country.GetRuler.GetFullName]#!"
 MILITARY_FORMATION_COMMANDER_COMMAND_LIMIT_ENTRY: "[Character.GetFullName]：[SelectLocalization(Character.IsGeneral, '@battalions!', '@flotillas!')][Character.GetCommandLimit]"
 CHANGE_COMMANDER_ORDER_TOOLTIP: "#header [Character.GetOrderType.GetAltName( 'gerund' )]#!\n[Character.GetFullName]的当前[concept_order]为#b [Character.GetOrderType.GetName]#!\n#i 点击更改$concept_order$#!"
 MILITARY_FORMATION_ATTRITION_DESC_GENERAL_ADD: "$TAB$#tooltippable #tooltip:$BREAKDOWN_TAG$ $VAL|=-$#!#!来自[Character.GetFullName]"
 MILITARY_FORMATION_ATTRITION_DESC_GENERAL_MULT: "$TAB$#tooltippable #tooltip:$BREAKDOWN_TAG$ $VAL|0=-%$#!#!来自[Character.GetFullName]"
 MILITARY_PANEL_COMMANDER_NAME_FORMAT: "[Character.GetFullName]"
 SEA_REGION_PANEL_ENTRY_COMMANDER: "指挥官[Character.GetFullName]正在寻找[concept_supply]"
 SUPPLY_NETWORK_NUM_NODES_ENTRY_COMMANDER_NAME: "[Character.GetFullName]：$NUM_NODES|v$海洋节点"
 SUPPLY_NETWORK_STRENGTH_ENTRY_COMMANDER_NAME: "[Character.GetFullName]的补给线"
 ADVANCEMENT_COMMANDER_CONTRIBUTION_ORIGIN: "来自[Character.GetFullName]"
 COMMANDER_BUSY: "[Character.GetFullName]正在[concept_busy]"
 ADMIRAL_BUSY_NAVAL_INVASION: "#warning @warning!更改命令会取消[Character.GetNavalInvasion.GetEnemyState.GetName|v]由[Character.GetNavalInvasion.GetGeneral.GetFullName]共同执行的#variable $naval_invasion$#!命令。#!"
 MANPOWER_PACKAGE_COMMANDER_CE_BREAKDOWN: "#variable [CHARACTER.GetFullName]：#!"
 INTEREST_MARKER_PP_COMMANDER: "[CHARACTER.GetFullName]"
 CHARACTER_POPULARITY_HEADER: "\n调整自[Character.GetFullName]的[concept_popularity]： "
 AUTHORITY_FROM_RULER_POPULARITY: "#v $VAL|+=0$#!来自[Character.GetFullNameWithTitle]的[concept_popularity]"
 BUREAUCRACY_EXPENSE_PER_COMMANDER: "[Character.GetCombatUnitsTypeIcon][Character.GetFullName]：$COST|+=0$"
 GO_TO_BUTTON_CHARACTER: "转到[Character.GetFullName]"
 LEADER_POPULARITY: "[SCOPE.gsInterestGroup('interest_group').GetLeader.GetFullNameWithTitle]的[concept_popularity]"
 MAP_INTERACTION_FRONT_ORDER_PERFORMED: "#variable [COMMANDER_ORDER_TYPE.GetName]#!命令下达给[Character.GetFullName]"
 POWER_PROJECTION_ORDER_DESC: "向[STRATEGIC_REGION.GetName]#header 投射力量#!\n命令[CHARACTER.GetFullName]向[STRATEGIC_REGION.GetName]#variable 投射力量#!"
 PROMOTE_CHARACTER_HEADER: "#header 将[Character.GetFullName]晋升[AddTextIf(Not(Character.IsMaxRank), Concatenate('为', Character.GetRankNameFor(Character.GetNextCommanderRank)))]#!"
 MILITARY_PANEL_PROMOTE_CHARACTER_TOOLTIP_MAX_RANK: "#header 晋升[Character.GetFullName]#!\n\n#N [GetDesc(Character.GetPromoteCommand)]#!"
 MILITARY_PANEL_SPLIT_CHARACTER_INTO_OWN_FORMATION_TOOLTIP: "$MILITARY_PANEL_SPLIT_CHARACTER_INTO_OWN_FORMATION_HEADER$\n$TOOLTIP_DELIMITER$\n[ConcatIfNeitherEmpty(GetDesc(Character.SplitIntoOwnFormation),'\n\n')]#indent_newline:3 [Character.GetFullName]会指挥[Character.GetNumUnitsThatWouldBeSplitOff|v0][Concept('concept_unit','$concept_units$')]，原因是：\n[Character.GetCommandLimit][concept_command_limit]\n[Character.GetMilitaryFormation.GetCommandLimit][Character.GetMilitaryFormation.GetName]总[concept_command_limit]\n[Character.GetMilitaryFormation.GetName][Character.GetMilitaryFormation.GetNumCombatUnits|v0]的[Concept('concept_unit','$concept_units$')]数量#!\n\n@information!想要更精确地控制，请使用#b 军事编队#!面板中的#b 转移#!按钮。"
 RECRUIT_COMMANDER_WRONG_COUNTRY: "#R [Character.GetFullName]不属于[Country.GetName]#!"
 CHARACTER_IS_BUSY: "[Character.GetFullName]正在[concept_busy]，无法承担这项委任"
 CHARACTER_PRIMARY_ROLE_TOOLTIP: "#header [Character.GetFullName]#!是一位#v [Character.GetAllRoleNames]#!"
 character_name_info: "[CHARACTER.GetFullNameWithTitle]"
 IG_APPROVAL_FROM_LEADER: "（来自[CHARACTER.GetFullName][INTEREST_GROUP.GetTextIcon]）"
 IG_NAME_WITH_LEADER: "[INTEREST_GROUP.GetName]集团的[CHARACTER.GetFullName]"
 CHANGE_RANK_CANNOT_PROMOTE: "[Character.GetFullName]已经是最高军衔[Character.GetRankName]，无法再晋升。"
 CHANGE_RANK_CANNOT_PROMOTE_RULER: "[Character.GetFullName]是[Character.GetCountry.GetName]的[Character.GetPrimaryRoleTitle]，不能被晋升超过[Character.GetRankName]"
 LACKING_UNLOCKING_LAW_MULTI_ENTRY: "[Law.GetFullName]"
 notification_character_died_notification_name: "[SCOPE.GetRootScope.GetCharacter.GetFullName]（[SCOPE.GetRootScope.GetCharacter.GetPrimaryRoleName]）过世"
 notification_character_died_notification_desc: "前[SCOPE.GetRootScope.GetCharacter.GetPrimaryRoleName][SCOPE.GetRootScope.GetCharacter.GetFullName]已过世。"
 notification_character_new_formation_notification_name: "[SCOPE.GetRootScope.GetCharacter.GetFullName]（[SCOPE.GetRootScope.GetCharacter.GetPrimaryRoleName]）有了新[concept_military_formation]"
 notification_character_new_formation_notification_desc: "[SCOPE.GetRootScope.GetCharacter.GetFullName]现在属于[AccessScopeReference(SCOPE.GetRootScope).AccessCharacter.GetMilitaryFormation.GetName]"
 notification_character_died_war_office_notification_desc: "我们的角色[SCOPE.GetRootScope.GetCharacter.GetFullName]已死于陆军部"
 notification_heir_born_notification_desc: "[SCOPE.GetRootScope.GetCharacter.GetFullName]，[SCOPE.GetRootScope.GetCharacter.GetCountry.GetName]尊位的[concept_heir]已出生"
 COMMANDER_COMBAT_UNIT_HEADER: "[CHARACTER.GetFullName]："
 HQ_TROOP_ALLOCATION_CHANGE_COMMANDER: "[CHARACTER.GetFullName]："
 ADMIRAL_REPAIRING_DATE: "[Character.GetFullName]近期输掉了一场海战而不可用"
 ADMIRAL_REPAIRING_DATE_TOOLTIP: "#header 修理中#!\n[Character.GetFullName]近期输掉了一场海战而不可用"
 BATTLE_BATTALIONS_BREAKDOWN_DIRECTLY_COMMANDED: "$UNIT_ICON$$VALUE|v$处于[Character.GetFullName]的直接指挥下"
 BATTLE_BATTALIONS_BREAKDOWN_BY_GENERAL: "$UNIT_ICON$$VALUE|v$借调自[Character.GetFullName]"
 ENACTMENT_RULER_BREAKDOWN_ITEM: "[Character.GetFullName]拥有[Ideology.GetName][concept_ideology]：$VALUE|=v%1$"
 AGITATORS_IN_QUEUE_DESC_ENTRY: "[CHARACTER.GetFullName]——[LabelingHelper.GetLabelForSupport(PoliticalMovement.GetCharacterSupport(CHARACTER.Self))]（#tooltippable #tooltip:[GetRawTextTooltipTag(PoliticalMovement.GetCharacterSupportDesc(CHARACTER.Self))] [PoliticalMovement.GetCharacterSupport(CHARACTER.Self)|v0]#!#!）"
 MOVE_COMMANDER_ALREADY_THERE_TOOLTIP: "#N [Character.GetFullName]已经位于[Hq.GetName]#!"
 ADD_GENERAL_ROLE_DESC: "#header $ADD_GENERAL_ROLE$#!\n$TOOLTIP_DELIMITER$\n允许[CHARACTER.GetFullName]成为[concept_general]，除当前职责外还需指挥军队[ConcatIfNeitherEmpty( '\n', '$COMMAND_DESC$' )]"
 REMOVE_GENERAL_ROLE_DESC: "#header $REMOVE_GENERAL_ROLE$#!\n$TOOLTIP_DELIMITER$\n移除[CHARACTER.GetFullName]的[concept_general]职责[ConcatIfNeitherEmpty( '\n', '$COMMAND_DESC$' )]"
 MAP_INTERACTION_MOVE_COMMANDER_DESC: "为[Character.GetFullName]选择要前往的总部"
 MAP_INTERACTION_MOVE_COMMANDER_PERFORMED: "[Character.GetFullName]已移动"
 notification_commander_order_invalidated_desc: "[SCOPE.GetRootScope.GetCharacter.GetFullName]现在为[SCOPE.sCOT('target').GetName]命令（先前为[SCOPE.sCOT('actor').GetName]）"
 SELECT_ORDER_RIGHT_CLICK_MENU_TITLE: "为[Character.GetFullName]选择[concept_order]"
 CHARACTER_RIGHT_CLICK_MENU_TITLE: "[Character.GetFullName]"
 CHARACTER_NAME_WITH_POPULARITY: "[Character.GetFullName] #tooltippable #tooltip:[Character.GetTooltipTag],POPULARITY_BREAKDOWN [LabelingHelper.GetLabelForPopularityCFixedPoint(Character.GetPopularity)]（#v [Character.GetPopularity|0]#!#!#!）"
 AGITATOR_JOIN_POLITICAL_MOVEMENT: "将会加入[PoliticalMovement.GetFullName]"
 notification_our_convoy_raiders_intercepted_desc: "[SCOPE.sCharacter( 'defender_commander' ).GetFullName]在[SCOPE.sStrategicRegion( 'region' ).GetName]执行[Concept('concept_raid_convoys', '$concept_convoy_raiding$')]任务时遭到敌方[concept_admiral][SCOPE.sCharacter( 'attacker_commander' ).GetFullName]的拦截。"
 notification_enemy_convoy_raiders_intercepted_desc: "[SCOPE.sCharacter( 'attacker_commander' ).GetFullName]拦截了正在[SCOPE.sStrategicRegion( 'region' ).GetName]执行[Concept('concept_raid_convoys', '$concept_convoy_raiding$')]任务的敌方[concept_admiral][SCOPE.sCharacter( 'defender_commander' ).GetFullName]。"
 notification_new_ruler_desc: "[SCOPE.sCharacter( 'previous' ).GetFullName]当[concept_ruler]的时代已经结束了。[SCOPE.GetRootScope.GetCharacter.GetFullName]如今已经[SCOPE.GetRootScope.GetCharacter.GetCountry.GetName]的新[Concept('concept_ruler', SCOPE.GetRootScope.GetCharacter.GetPrimaryRoleTitle)]。"
 CONVOY_RAID_ADMIRAL_VALUE: "$TAB$[Character.GetFullName]：$VALUE|v$\n$BREAKDOWN$"
 PIN_CHARACTER: "将[Character.GetFullName]钉选至概览窗口"
 UNPIN_CHARACTER: "将[Character.GetFullName]从概览窗口取消钉选"
